,label,title,subtitle,num_colors,price,reduced_price,url,description,colors,n_reviews,avg_stars
650,,Nike Court Borough Mid 2,Baby/Toddler Shoes,9 Colors,$55,,https://www.nike.com/t/court-borough-mid-2-baby-toddler-shoes-K2VTMK/CD7784-107,Your little one will feel like an all-star off the court with the Nike Court Borough Mid 2. The classic mid-top design features durable leather for a premium look and feel. A hook-and-loop strap makes it easy to take the shoe on and off.,Summit White/Coral Chalk/White/Topaz Gold; Pearl Pink/Summit White/White; Black/White/University Red; Black/White/Sunset Pulse; Black/Game Royal/White/Game Royal; White/Black/University Red; White/Signal Blue/Blue Void; Black/Black/Black; White/White/White,55,4.6
651,,Nike Waffle One,Little Kids' Shoes,4 Colors,$75,,https://www.nike.com/t/waffle-one-little-kids-shoes-V6MCqK/DC0480-012,Cooked up on our founder’s waffle iron. Still fresh today. The iconic Waffle sole dishes out durable traction for days on the Nike Waffle One. Supersoft foam provides lightweight cushion and mesh gives little feet breathable comfort so they can play all day.,Light Bone/White/Black/Racer Blue; Black/White/Orange/Black; Summit White/Black/Orange/White; Light Bone/Phantom/White/Oil Green,58,4.7
652,Coming Soon,Nike Motiva,Women's Walking Shoes,2 Colors,$110,,https://www.nike.com/t/motiva-womens-walking-shoes-ZfZQm6/DV1238-600,"The Nike Motiva helps you step through whatever the day brings, at your pace. Its uniquely patterned outsole and exaggerated rocker combine to give you a super-smooth, cushioned and comfortable ride. This means you can walk, jog or run comfortably and come back for your next leisurely stroll confidently. It gives you optimal support for your every move, every day.",Light Silver/Green Strike/Coconut Milk/White; Bright Crimson/Fuchsia Dream/Black/Bright Crimson,69,4.4
653,,Nike Victori One,Men's Printed Slides,2 Colors,$40,$19.97,https://www.nike.com/t/victori-one-mens-printed-slides-bDnqZM/CN9678-008,"From the beach to the bleachers, the Nike Victori One perfects a classic, must-have design. Delivering lightweight comfort that's easy to wear, it features new, softer foam that feels comfortable while the contoured footbed with grip pattern helps cradle and hold your foot in place. The wide, padded strap feels as good as it looks.",Black/Black/White; Medium Olive/Sequoia/Black,176,4.6
654,Sustainable Materials,Nike Air Max Flyknit Racer Next Nature,Women's Shoes,8 Colors,$160,,https://www.nike.com/t/air-max-flyknit-racer-next-nature-womens-shoes-m3w0cV/FJ4577-100,"Paying homage to both heritage and innovation, the Nike Air Max Flyknit Racer goes beyond what's expected by blending an icon of the past with an icon of today. Incredibly light and stretchy Flyknit pairs with oh-so-soft cushioning for comfort you have to feel. Lace up and let your feet do the talking.",White/Pearl Pink/Football Grey/Medium Soft Pink; White/Platinum Tint/Black/Pure Platinum; Volt/White/Sequoia/Black; Fuchsia Dream/Baltic Blue/Vivid Orange/Black; Black/Volt/White; Sesame/Ocean Cube/Pink Oxford/Black; Black/White; Ghost Green/Pink Blast/Photo Blue/Black,0,0
655,,Jordan 1 Mid SE,Little Kids' Shoes,1 Color,$80,$68.97,https://www.nike.com/t/jordan-1-mid-se-little-kids-shoes-GkR7DM/DV1341-800,"These mini J's combine an iconic design with fresh new colors. They're soft and flexible underfoot, easy to put on, and comfy enough to wear all day.",,0,0
656,,Nike Air Force 1 '07 LV8,Men's Shoes,1 Color,$130,$89.97,https://www.nike.com/t/air-force-1-07-lv8-mens-shoes-PZf0LL/DV0789-100,"With an aged aesthetic and classic colors, the AF1 gets a vintage makeover. Crisp leather with a plaid pattern on the Swoosh and heel adds a festive feel for easy styling. Pair it with jeans, joggers or whatever else—the timeless look is the perfect match for any outfit.",,2,4.5
657,,Nike Quest 5,Men's Road Running Shoes,6 Colors,$80,,https://www.nike.com/t/quest-5-mens-road-running-shoes-1tmPXN/DD0204-003,"You lace up in pursuit of new personal goals. Let the Nike Quest 5 help you reach those aspirations. This neutral trainer gives you a smooth, comfortable ride with plenty of traction. We focused on our foam, adding more cushioning for a better transition from heel to toe.",Black/Smoke Grey/Dark Smoke Grey/White; Black/Smoke Grey/University Red; Bright Crimson/Light Orewood Brown/White/Obsidian; Platinum Tint/White/Black/Light Crimson; Black/Dark Smoke Grey; Black/White/Cobalt Bliss,37,4.2
658,Coming Soon,"Air Jordan 1 ""Next Chapter""",Big Kids' Shoes,1 Color,$150,,https://www.nike.com/t/air-jordan-1-next-chapter-big-kids-shoes-lv5m2C/DV1753-601,"You don't need a cape to take flight—just your AJ1s. You know, the ones seen on Miles in “Spider-Man: Across the Spider-Verse,” exclusively in theaters this June. This fresh take on the iconic Chicago colorway boasts a mix of materials, including lustrous leather and soft suede. The world is waiting, so step on in.",,,
659,,Nike DBreak Premium,Women's Shoes,2 Colors,$125,$106.97,https://www.nike.com/t/dbreak-premium-womens-shoes-61jl9b/DR5377-001,"Follow in legendary footsteps. Inspired by the marathon-winning original from '79, the Nike DBreak brings you classic track aesthetic. The Waffle outsole and wedge midsole work together for tried-and-true comfort with throwback vibes. Lace up—it's clear your style is made for the history books.",Photon Dust/White/Photon Dust; Vachetta Tan/Sail/Vachetta Tan,0,0
660,Customize,Nike Air Force 1 High By You,Men's Custom Shoes,6 Colors,$145,,https://www.nike.com/u/custom-nike-air-force-1-high-by-you-shoes-10001372/3282062525,"Let your design shine in satin, keep it classic in canvas, and get luxe with leather. No matter what you choose, these AF1s are all about you. 12 classic color choices and an additional gum option for the sole mean your shoe is destined to be one of a kind, just like you.",,,
661,Coming Soon,Nike Motiva,Men's Walking Shoes,2 Colors,$110,,https://www.nike.com/t/motiva-mens-walking-shoes-nPmqDJ/DV1237-001,"The Nike Motiva helps you step through whatever the day brings, at your pace. Its uniquely patterned outsole and exaggerated rocker combine to give you a super-smooth, cushioned and comfortable ride. This means you can walk, jog or run comfortably and come back for your next leisurely stroll confidently. It gives you optimal support for your every move, every day.",Bright Crimson/University Red/Obsidian/Bright Crimson; Black/Anthracite/White/Black,69,4.4
662,,Nike Offcourt SE,Men's Slides,1 Color,$50,$35.97,https://www.nike.com/t/offcourt-se-mens-slides-Prf7rS/DQ4672-200,"Like a cozy sleigh ride, the Nike Offcourt brings holiday comfort. Updated for wintertime, the wide strap is lined with fleece-like fabric that rolls over the edges to help bring that toasty, fireside feeling.",,0,0
663,,Jordan Granville Pro,Men's Shoes,4 Colors,$135,,https://www.nike.com/t/jordan-granville-pro-mens-shoes-88RllS/DV1235-002,"What's your go-to? A fresh addition to the 23 Engineered line, the Granville Pro swoops in and delivers big on the concept of 24/7. A throwback mix of materials, from classic suede to laser-cut textile and airy mesh, is inspired by MJ's university days. Exposed foam on the tongue and a sporty heel clip add retro-futuristic flair. And hidden details (check out the tongue label text and ""23"" molded into the outsole) add clout. Whatever you're getting up to, the Granville Pro has you covered.",Anthracite/Light British Tan/University Red/White; Black/Cool Grey/Photon Dust/Sail; Cool Grey/Black/White/Infrared 23; Dark Chocolate/Cacao Wow/Dark Driftwood/Infrared 23,1,5
664,,Nike Pegasus 38 (NFL Las Vegas Raiders),Men's Running Shoes,2 Colors,$130,$91.97,https://www.nike.com/t/pegasus-38-las-vegas-raiders-mens-running-shoes-884pG1/DJ0848-001,Your workhorse with wings returns. The Nike Air Zoom Pegasus 38 (NFL Las Vegas Raiders) puts a spring in your step while showing love for your team. Breathable mesh in the upper combines the comfort and durability you want with a wider fit at the toes.,Wolf Grey/Black/University Gold/White; Black/New Orchid/Ochre/White; Field Silver/Black/White,0,0
665,,Nike Air Force 1 Low SP x UNDERCOVER,Men's Shoes,3 Colors,$165,$115.97,https://www.nike.com/t/air-force-1-low-sp-x-undercover-mens-shoes-6M1qZM/DQ7558-001,"UNDERCOVER's Jun Takahashi redefines the original hoops look for the future. With utilitarian details like its water-resistant GORE-TEX sleeve and supportive plastic heel piece, it brings new meaning to nothin’-but-net style.",White/Sail/White/White; Black/White/Black/Black; Grey Fog/Black/University Gold/Grey Fog,4,4
666,,Nike Air Zoom LJ Elite,Track & Field Jumping Spikes,2 Colors,$150,,https://www.nike.com/t/air-zoom-lj-elite-track-field-jumping-spikes-pSDffB/DR9924-300,"We geared these ultra-lightweight long-jumping shoes to reach new heights. More bounce and stability help give you the speed you need as you reach liftoff. Plus, we've got you covered with an adjustable cross strap for a secure fit. So, fasten in and get ready to fly to your personal best. This electric design is inspired by the soul and rebellious spirit of Eugene, Oregon, where contenders from all over the world test themselves against the globe’s greatest athletes.",White/Laser Orange/Hyper Pink/Black; Mint Foam/Volt/Cave Purple,1,5
667,,Nike Zoom Fly 5,Men's Road Running Shoes,5 Colors,$160,,https://www.nike.com/t/zoom-fly-5-mens-road-running-shoes-jGsdSl/DM8968-001,Bridge the gap between your weekend training run and race day in a durable design that can be deployed not just at the starting line of your favorite race but in the days and months after your conquest. It offers comfort and reliability but with a propulsive sensation that’ll help you feel fast and fresh. That kind of versatility is uncommon in the running arena. But who said you can’t have it all?,Hyper Pink/Laser Orange/Black; Scream Green/Honeydew/Coconut Milk/Black; Mint Foam/Ghost Green/Coconut Milk/Cave Purple; White/Bright Crimson/Light Orewood Brown/Obsidian; Black/White,44,4.5
668,,Nike Rival Fly 3,Men's Road Racing Shoes,5 Colors,$90,,https://www.nike.com/t/rival-fly-3-mens-road-racing-shoes-DSPGQ6/CT2405-606,"When you’re ready to ramp up the speed and go the distance, take off in a model that’s built for training and racing. Our latest version includes foam cushioning that’s softer than ever, and abrasion-resistant rubber for extra durability on rocky roads. With updates like these, you’ll be able to stay focused as you push towards the finish line.",Scream Green/Black/Coconut Milk/Bright Crimson; Black/Anthracite/Volt/White; Bright Crimson/Dark Obsidian/White/Bright Crimson; Obsidian/Racer Blue/White/Metallic Platinum; Pink Spell/Hyper Pink/Light Lemon Twist/Black,3,3.3
669,Sustainable Materials,Nike Revolution 6 NN JP,Big Kids' Road Running Shoes,1 Color,$70,$38.97,https://www.nike.com/t/revolution-6-nn-jp-big-kids-road-running-shoes-bwxLQT/DV3181-001,"We prioritize comfort, especially for our growing athletes. Made with 20% recycled content by weight, you can take these lightweight and breathable Nike Revolution 6 running shoes from all-day play to anytime wear—and even track practice. Cushioned right for your feet, the race starts today.",,0,0
670,,Nike Air Max Pre-Day,Men's Shoes,10 Colors,$140,$98.97,https://www.nike.com/t/air-max-pre-day-mens-shoes-JBXGg7/DQ7641-200,"Celebrate spring by getting back to the trails. Bigger lugs on the updated Waffle outsoles increase stability on outdoor excursions and classic Air cushioning softens your ride. Meanwhile, earth tones and a minimalist Air unit window will truly make you feel one with nature.",Pure Platinum/Wolf Grey/White/Stadium Green; White/Cobalt Bliss/Picante Red/Black; Black/Bright Crimson/Midnight Navy/White; White/Obsidian/Sail/Light Bone; Black/Gum Light Brown/Black; White/Pure Platinum/Volt/Black; Summit White/Mint Foam/Black/University Red; Rattan/Matte Olive/Hazel Rush/Vivid Green; Black/Anthracite/Iron Grey/Fresh Water; Black/Anthracite/White,0,0
671,,Nike Air Max 2090 EOI,Men's Shoes,3 Colors,$160,$112.97,https://www.nike.com/t/air-max-2090-eoi-mens-shoes-PLrCLk/DA9357-100,"Bring the past into the future with the Nike Air Max 2090 EOI, a bold look inspired by the DNA of the iconic Air Max 90. Innovative Nike Air cushioning underfoot adds unparalleled comfort while transparent knit and vibrantly colored textiles on the upper blend with timeless original features for an edgy, modernized look.",Summit White/Black/Bright Crimson/Racer Blue; Black/Wolf Grey/Anthracite/White; White/Wolf Grey/Pure Platinum/White,40,4.9
672,,Nike Air Max TW SE,Little Kids' Shoes,1 Color,$120,$90.97,https://www.nike.com/t/air-max-tw-se-little-kids-shoes-VBpwxR/DV1965-100,"Tell us what your kiddo notices first about the Nike Air Max TW. The cool bubbles or Max Air they can feel with every step? The sweet boomerang design on the sides? Or the lightweight and breathable feel inspired by the iconic Tailwind that made them popular running shoes in the past? They may notice them all, making these the next pair of kicks to play in all day long.",,1,5
673,,Nike Pegasus Trail 4 GORE-TEX,Men's Waterproof Trail Running Shoes,8 Colors,$160,$111.97,https://www.nike.com/t/pegasus-trail-4-gore-tex-mens-waterproof-trail-running-shoes-qdcSR6/FD0317-333,"Meet your new go-to running companion for days when the weather turns. Its flexible, lightweight design and responsive cushioning let you take your run from the road to the trail without breaking stride. A waterproof GORE-TEX layer and ankle gaiter help keep your feet dry so you’re free to run through whatever puddles lie in your path.",Anthracite/Ironstone/Ale Brown/Bright Mandarin; Khaki/Light Bone/Ironstone/Citron Tint; Sanddrift/Obsidian/Mineral Teal/Racer Blue; Wolf Grey/Stadium Green/Baltic Blue/Volt; Alligator/Mint Foam/Canyon Rust/Orange Trance; Spring Green/Olive Flak/Mint Foam/Black; Black/Reflect Silver/Wolf Grey; Noble Green/Pro Green/Sail/Picante Red,4,5
674,,Nike Air Zoom Arcadia 2,Big Kids' Road Running Shoes,7 Colors,$75,,https://www.nike.com/t/air-zoom-arcadia-2-big-kids-road-running-shoes-gRPsFm/DM8491-600,"Race day is every day! Get those feel-good, starting line vibes when you pull on the Nike Air Zoom Arcadia 2. Jog, run or sprint with an extra push from our responsive Zoom Air cushioning. An improved fit up top makes sure it’s not too tight or loose while you go the extra mile.",White/White/Stadium Green/Baltic Blue; Game Royal/Black/White; White/Cosmic Fuchsia/Football Grey/Mineral Teal; Pink Foam/Summit White/Pink Blast/Hyper Pink; Black/Wolf Grey/White/Metallic Gold; Black/Anthracite/White; Barely Grape/Metallic Copper/Violet Frost/Thunder Blue,16,4.7
675,Customize,Nike Phantom GX Academy Dynamic Fit MG By You,Custom Multi-Ground Soccer Cleats,5 Colors,$125,,https://www.nike.com/u/custom-phantom-academy-dynamic-fit-by-you-10001416/9351583091,"Looking to take your game and creative ethos to the next level? Academy cleats give you the precision touch you need to let your innermost playing instincts dazzle. Featuring NikeSkin and a mesh touch zone for enhanced ball control and an agility plate that’s designed to swerve and sprint with you, it’s ready to ignite your spontaneous playmaking spirit. Make your own style with a ridiculously extensive palette of color options and hit the field with full creative control.",,,
676,Just In,Nike Air Max Pulse,Men's Shoes,2 Colors,$150,,https://www.nike.com/t/air-max-pulse-mens-shoes-ShS3tL/DR0453-004,"Keeping it real, the Air Max Pulse pulls inspiration from the London music scene, bringing an underground touch to the iconic Air Max line. Its textile-wrapped midsole and vacuum-sealed accents keep ‘em looking fresh and clean, while colors inspired by the London music scene give your look the edge. Point-loaded Air cushioning—revamped from the incredibly plush Air Max 270—delivers better bounce, helping you push past your limits.",Cobblestone/Light Orewood Brown/Black/Reflect Silver; Phantom/High Voltage/White/Reflective Silver,16,4.9
677,,Nike Quest 4,Men's Road Running Shoes,1 Color,$80,$56.97,https://www.nike.com/t/quest-4-mens-road-running-shoes-RlpLvS/DA1105-006,The pursuit of speed continues with the Nike Quest 4. Take on the streets with higher foam heights and cushioned comfort combined with a lightweight upper that offers secure support. Intuitive details make it a staple for the everyday runner.,,156,4.5
678,,Nike Alpha Huarache Varsity 4 Turf,Men's Baseball Shoes,3 Colors,$60,,https://www.nike.com/t/alpha-huarache-varsity-4-turf-mens-baseball-shoes-RzVnlq/DJ6518-012,"Let the baseball world know what kind of bat-wielding beast you are. The midsole has plush cushioning, perfect for sprinting around the bags or robbing your opponent of extra bases in the field. The plush, breathable upper helps keep you contained without adding any unnecessary weight. Plus, the grippy rubber traction is tailor-made for all-out effort plays.",Wolf Grey/Cool Grey/Pure Platinum/White; Black/Dark Smoke Grey/Light Smoke Grey/White; White/Wolf Grey/Pure Platinum/Black,14,4.9
679,Best Seller,Nike Victori One,Men's Slides,7 Colors,$35,,https://www.nike.com/t/victori-one-mens-slides-vrTGLL/CN9675-600,"From the beach to the bleachers, the Nike Victori One perfects a classic, must have design. Delivering lightweight comfort that’s easy to wear, it's updated with softer, more responsive foam. The contoured grip pattern helps cradle and hold your foot in place while the new padded strap feels as good as it looks.",Limestone/Rattan/Phantom; Black/Black/White; University Red/University Red/Black; Black/Black/Metallic Gold; White/White/Black; Black/White/Black; Black/Black/Black,650,4.7
680,,NikeCourt Air Zoom Vapor 11,Women's Hard Court Tennis Shoes,4 Colors,$160,$136.97,https://www.nike.com/t/nikecourt-air-zoom-vapor-11-womens-hard-court-tennis-shoes-jFxzWK/DR6965-100,"Validated by the greats of the game, the Vapor 11 is back and better than ever. Lower to the court and loaded with speed components, it helps you play at a fast pace with enough support to keep you bobbing and weaving for sets on end. Mainstays like the ultra-trusted molded sidewall and breathable upper complement a durable, quick-moving design that you’ve come to know and love.",Black/Anthracite/White; White/Fuchsia Dream/Black/Citron Tint; White/Summit White/Black; Sail/Cobalt Bliss/Bright Cactus,1,4
681,,Nike Pegasus Trail 4,Men's Trail Running Shoes,5 Colors,$140,,https://www.nike.com/t/pegasus-trail-4-mens-trail-running-shoes-ccmnVP/FJ4733-200,"Running is your daily ritual, taking you from road to trail as you seek out new adventures and goals. Let the Nike React Pegasus Trail 4 take you there and back again with its supportive and springy feel. Underfoot traction keeps you going over rocky terrain, while still providing a smooth ride for the road. Midfoot support is controlled by the laces, letting you find the right fit and feel. Your trusted workhorse with wings is ready for an off-road journey. Time to fly.",Neutral Olive/Stadium Green/Phantom/Light Bone; Wolf Grey/Saturn Gold/Summit White/Pure Platinum; Black/Dark Grey/Wolf Grey/Aura; Deep Royal Blue/Gorge Green/Enamel Green/Celestine Blue; Black/Vivid Purple/Enamel Green/Magic Ember; Design your own Nike By You product,179,4.6
682,Customize,Nike Escape Run 2 By You,Custom Women's Road Running Shoes,5 Colors,$130,,https://www.nike.com/u/custom-nike-react-escape-run-2-by-you-10001483/1608560949,"Unplug from the outside noise and put the finishing touches on the React Escape Run 2 NBY, a look that’s all about your authentic expression. Choose between an array of solid colors or one of two graphic prints on the plush collar and soft yet responsive midsole regions. Then dive into the many component details to create a design that is unapologetically YOU.",,,
683,,Nike Offcourt (Florida State),Slide,1 Color,$40,,https://www.nike.com/t/offcourt-florida-state-slide-TslNhb/DD0524-002,"Cheer your team to victory in comfort with the Nike Offcourt (Florida State) Slide. A cushy synthetic leather strap features your team’s logo, while an innovative foam midsole makes this slide so comfy, you’ll never want to take it off.",,0,0
684,,Nike Air Force 1 LV8 2,Big Kids' Shoes,1 Color,$95,,https://www.nike.com/t/air-force-1-lv8-2-big-kids-shoes-1JQL4Z/DX1656-800,"There's a lot to love about the AF1: Its tough stitching and grippy tread helps you find your footing on first days and rainy days alike. It's the shoe that was as cool 20 years ago as it is today, and will be even when it's covered in stains, scuffs and scrapes. Actually, it might even be better.",,0,0
685,,Air Jordan 7 Retro,Big Kids' Shoes,1 Color,$150,$127.97,https://www.nike.com/t/air-jordan-7-retro-big-kids-shoes-wjVXr8/DV2255-055,"Inspired by the shoe MJ wore during the '92 season, the latest iteration of the Air Jordan 7 revives its championship legacy for a new generation. Barely Grape boosts the energy, and contrast stitching highlights the sleek lines of the title-winning silhouette. Come for the throwback looks, stay all day for the premium construction and Nike Air cushioning. Game-winning style is that simple.",,1,5
686,,Nike Dunk High,Big Kids' Shoes,3 Colors,$105,$89.97,https://www.nike.com/t/dunk-high-big-kids-shoes-s8TQL9/DB2179-006,"Feel like an '80s-era All-Star in the Nike Dunk High. These classic high-tops are scaled down just right for kids. With a super durable design and OG colors, these are an easy slam dunk.",White/Bright Spruce/Black/Volt; Black/Yellow Strike/Summit White/Safety Orange; Light Bone/Diffused Blue/White/Blue Lightning,63,4.7
687,,Nike Metcon 8 FlyEase,Men's Easy On/Off Training Shoes,2 Colors,$130,$110.97,https://www.nike.com/t/metcon-8-flyease-mens-easy-on-off-training-shoes-3lPWG7/DO9388-003,"You chase the clock, challenging and encouraging each other all in the name of achieving goals and making gains. Our go-to model for training relies on a lighter, more breathable upper than our previous edition to complement our standards of durability and comfort, so that you can float through your cardio, power through your lifts and dominate your workouts. This version has a collapsible heel that lets you step in without using your hands, then it snaps back up to secure your foot.",Phantom/Light Orewood Brown/Green Strike; Anthracite/Blue Lightning/Hyper Royal/Citron Tint,2,4.5
688,Just In,Nike Pegasus 40 Premium,Men's Road Running Shoes,2 Colors,$140,,https://www.nike.com/t/pegasus-40-premium-mens-road-running-shoes-VPKwCS/FB7179-001,"A springy ride for every run, the Peg’s familiar, just-for-you feel returns to help you accomplish your goals. This version has the same responsiveness and neutral support you love, but with improved comfort in those sensitive areas of your foot, like the arch and toes. Whether you’re logging long marathon miles, squeezing in a speed session before the sun goes down or hopping into a spontaneous group jaunt, it’s still the established road runner you can put your faith in, day after day, run after run. This design celebrates the Pegasus' history with Swoosh logos from the Peg 1, 24, 35 and 38.",White/Football Grey/Bright Mandarin/Multi-Color; Black/White/Bright Mandarin/Multi-Color; Design your own Nike By You product,92,4.6
689,,Nike Air Max 90 LTR,Big Kids’ Shoes,3 Colors,$100,,https://www.nike.com/t/air-max-90-ltr-big-kids-shoes-DJlHLG/CD6864-100,"The Nike Air Max 90 LTR returns with an even better feel for you. Cushioning is softer and more flexible, the Max Air unit is tuned for growing feet and the shape gives your toes more wiggle room. With a design and look that are still the same, it brings a '90s fave to a new generation.",Black/Black/White/Black; White/Metallic Silver/White/White; Black/Black/White,577,4.8
690,,Nike SB Chron 2 Canvas,Skate Shoes,7 Colors,$65,,https://www.nike.com/t/sb-chron-2-canvas-skate-shoes-VmcNLG/DM3494-105,The Nike SB Chron 2 Canvas is the newest member of the Chron family. The revamped design includes a reshaped collar and heel for an improved fit—all while maintaining the comfort and performance you expect from Nike SB.,Summit White/Phantom/White/Game Royal; White/White/Black; Orange/Orange/Summit White/Summit White; White/White/White; Pilgrim/Pilgrim/White/Black; Black/Black/Black; White/White/Gum Light Brown/Light Bone,99,4.8
691,Sustainable Materials,Nike Jr. Phantom GX Academy MG,Big Kids' Multi-Ground Soccer Cleats,3 Colors,$60,,https://www.nike.com/t/jr-phantom-gx-academy-mg-big-kids-multi-ground-soccer-cleats-mXVFPt/DD9549-010,"Looking to take your game to the next level? Academy cleats give you the precision touch you need to let your innermost playing instincts dazzle. Featuring NikeSkin and a mesh touch zone to help enhance your precision and an agility plate that’s designed to swerve and sprint with you, it’s ready to ignite your spontaneous playmaking spirit. Even better, there’s no need to tie these! Use the pull tabs and the adjustable tongue to slip these on and play sooner.",Baltic Blue/White/Laser Blue/Pink Blast; Black/Dark Smoke Grey/Total Orange/Summit White; Barely Volt/Barely Grape/Gridiron,2,3.5
692,Best Seller,Jordan 1 Mid SE,Little Kids' Shoes,1 Color,$80,,https://www.nike.com/t/jordan-1-mid-se-little-kids-shoes-RHvXpG/DV1320-017,"Let 'em shine bright in the limelight with these bold kicks. Smooth and metallic leather come together for a striking look that's topped off with a translucent Swoosh logo. Whatever dreams your kiddo is chasing, these J's help them get there in comfort and style.",,0,0
693,Just In,Nike Air More Uptempo '96,Men's Shoes,10 Colors,$170,,https://www.nike.com/t/air-more-uptempo-96-mens-shoes-zpkSSs/FB3021-001,"More than perhaps any other silhouette, the Air More Uptempo encapsulates '90s basketball flavor at its finest. Big and bold, the unapologetic design represents a hybrid of style and innovation that made major waves when it debuted—and still turns heads today. This crafted take keeps its colors subtle with neutrals and pops of metallic silver. The iconic AIR graphic comes in high-contrast white for a little extra off-court flair. After all, ""a little extra"" is what these shoes do best.",Photon Dust/White/Black/Metallic Silver; White/Black/Starfish; Coconut Milk/Team Gold/Gum Dark Brown/Team Gold; Black/Racer Blue/Hyper Pink/Bright Crimson; Summit White/Black/White/University Red; Black/Court Purple/Hyper Pink/Multi-Color; Limestone/Limestone/Valerian Blue; Black/Black/Metallic Gold/Action Grape; Black/Midnight Navy/White/University Red; Dark Pony/Coconut Milk/Sail/Medium Soft Pink,0,0
694,Just In,Nike Pegasus 40 By You,Custom Men's Road Running Shoes,6 Colors,$160,,https://www.nike.com/u/custom-pegasus-40-by-you-10001526/9501647049,"A springy ride for every run, the Peg’s familiar, just-for-you feel returns to help you accomplish your goals. This milestone version has the same responsiveness you love, but with better comfort in those sensitive areas of your foot, like the arch and toes. Customize these Pegs by painting them in any way you prefer, choosing from a wheel of cheerful, sunshiny colors and an infinite cache of distinctive summer-themed design options that’ll distinguish you on the road.",,,
695,Just In,Nike Infinity Ace Next Nature,Golf Shoes,3 Colors,$100,,https://www.nike.com/t/infinity-ace-next-nature-golf-shoes-Q57Wdv/DX0024-010,"Your game and swing can’t be pigeonholed into 1 box. The all-new Infinity Ace supports your individuality, the inner independence that allows you to go for the green when the book says go for a layup. With supersoft cushioning around sensitive areas, like the ankle and midfoot, it’s a shoe that's ready for 18.",White/Pure Platinum/Black; Black/Smoke Grey/Iron Grey/White; Phantom/Oil Green/Sail/Earth,2,5
696,,Nike Renew Retaliation 4,Men's Training Shoes,4 Colors,$80,$56.97,https://www.nike.com/t/renew-retaliation-4-mens-training-shoes-mB00Cq/DH0606-100,"The Nike Renew Retaliation 4 builds upon its predecessor with a stretchy midfoot strap designed to help keep your foot secure during cardio, bodyweight moves and everything in between. Soft, springy foam keeps things comfortable as you move through class-based workouts.",Light Smoke Grey/Cerulean/Armory Navy; Black/Smoke Grey/University Red; White/Black; Black/Dark Smoke Grey/Smoke Grey/White,12,4.7
697,,Nike Air Max INTRLK Lite,Big Kids' Shoes,3 Colors,$75,,https://www.nike.com/t/air-max-intrlk-lite-big-kids-shoes-8k3th1/DH9393-002,"Who doesn’t love a new Air Max experience? The Nike Air Max INTRLK Lite reshapes your favorite Air cushioning with a smooth and comfy feel. This lightweight shoe is super easy, durable and versatile for all your needs, and flips the page into another evolution of our Air Max story.",Black/Cool Grey/Deep Royal Blue/Photo Blue; White/Photon Dust/Wolf Grey/Black; Black/Anthracite/Wolf Grey/White,15,4.8
698,Just In,Nike Blazer Mid '77 SE,Men's Shoes,1 Color,$110,,https://www.nike.com/t/blazer-mid-77-se-mens-shoes-HPpWsj/FJ4414-200,Styled for the '70s. Loved in the '80s. Classic in the '90s. Ready for the future. The Nike Blazer Mid '77 delivers a timeless design with a textured leather upper that breaks in beautifully and exposed foam on the tongue that makes it seem as if you've just pulled them from the history books. Bright pops of aqua on the Swoosh and sole add an energetic touch so you can lace up and perfect your look.,,0,0
699,Sustainable Materials,Nike Roshe 2 G Jr.,Little/Big Kids' Golf Shoes,5 Colors,$65,,https://www.nike.com/t/roshe-2-g-jr-little-big-kids-golf-shoes-n5C8DG/DZ6895-009,"There's lots of reasons to get excited about your next tee time or practicing your game at the range. The Nike Roshe 2 golf shoes give you another reason to get hyped. They're super breathable so your feet stay cool and comfy under the hot sun. Plus, the rubber sole digs into the grass (without needing spikes) and brings the traction everywhere from the fairway to the rough and concrete cart paths.",Light Smoke Grey/Hot Punch/Black; Black/White; Photon Dust/White; Medium Soft Pink/White/Gum Light Brown/Black; Football Grey/Blue Lightning/Iron Grey,0,0
700,,Nike Max 90 Crib SE,Baby Booties,1 Color,$50,$35.97,https://www.nike.com/t/max-90-crib-se-baby-booties-4465F8/DR0406-100,"What we love: animal prints. Paw prints. Follow the trail left by your little critter when they rock the Nike Max 90 Crib SE. What we love even more: The soft, cozy fur-like details that bring these to life. Let your kiddo imagine themselves as their favorite animal when they go out and play. Our only question is: which animal is that?",,0,0
701,Best Seller,Air Jordan 1 Mid SE,Big Kids' Shoes,1 Color,$120,,https://www.nike.com/t/air-jordan-1-mid-se-big-kids-shoes-F1jtG2/DV1337-104,"New colors and fresh textures give you an updated AJ1 without losing the familiar look and feel. This all-time favorite is made of premium materials, pumped with cushy air, and decked out with subtle accents to give the staple sneaker a modern expression.",,49,4.8
702,,Nike SB BLZR Court Mid,Skate Shoes,2 Colors,$90,,https://www.nike.com/t/sb-blzr-court-mid-skate-shoes-gh1N9T/DC8901-102,"With its minimal look and classic materials, the Nike SB BLZR Court Mid brings an OG court vibe to the street. A reinforced ollie zone and flexible, grippy rubber help it last through your toughest skate sessions.",White/White/University Red; Sail/Sail/White/Anthracite,22,4.5
